Artista,Genero,Origen_busqueda,Cancion,Year,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Listeners_LastFM,Playcount_LastFM,Artistas_Similares
Ben L'Oncle Soul,funk,funk,Seven Nation Army - Remasterisée,2010,78fJOZkbhtIdFvIvvO8Mu0,6XbYsGvaSrNPOrY9E5jRd7,56,"Benjamin Duterde (born 1984), a.k.a. Ben L'Oncle Soul ('Ben the Soul Uncle'), is a French nu-soul singer from the town of Tours, France, who has released seven full-length studio albums and a live album since 2010.

Duterde first gained prominence in his home country with the Soul Wash EP (2009), which featured six covers (Gnarls Barkley, The White Stripes, Spice Girls and the like).  Ben's first full-length album, entitled simply Ben L'Oncle Soul was released in 2010 and was put out internationally on the Motown label.",248912,3056772,"Kimberose, Ayo, Selah Sue, Joyce Jonathan, Leela James"
Hard Forces,funk,classic funk,Classic Funky,2010,38o5k2PhTv6zCstxL0Daya,5CUADJBajjAPPnwnLuDlSX,1,,152,643,"Bassdrum Project, Dj Ogalla, DJ Nenna vs DJ Teyo, Da Bang Bros, Dj Valera"
Los Charly's Orchestra,funk,classic funk,Classic Re-issue,2010,71SkFsCIJ5fKffEGD5f8sx,7JTUBOR3AwwnJ4XC19z0gw,12,"Music project created by the two Venezuelans producers Juan Laya & Jorge Montiel. Combining a retro but still modern sounding style, Los Charly’s Orchestra are characterize by creating a feeling that blends the Disco, Funk & Soul of the 70's from a Latin perspective. The duo has worked in collaborations with some artists of the top scene, such as: Xantoné Blacq, Noel Mckoy, Rotimo Soul, Matheus Nova, Tom Nowak, Kenny Barry, Dj Joey Negro, Paul Batik",10116,54125,"Juan Laya, Colin Blunstone/Rod Argent Of The Zombies, Get Down Edits, Rhyze, Valique"
MR WIGGLES,funk,classic funk,Arab Funk,2010,6hBC7RSpSgp3Em1WrX8ibI,4i31vpEDDBuAK1rBM9T2Ne,4,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town.",1149,10745,"Jay-Roc, DJ Rockstar, Mr. Wiggles, Massive Breakz, Lorenz Rhode"
Jermaine Jackson,funk,classic funk,Let's Get Serious,2010,2w8JLfOqiTZ2OqSAnkr1tC,77zu6NfDouq2TomJaVadKb,13,"Jermaine La Jaune Jackson (born December 11, 1954) is an American singer-songwriter and bassist. He is best known for being a member of the Jackson family. From 1964 to 1975, Jermaine was second vocalist after his brother Michael of the Jackson 5, and played bass guitar. Since 1983 he rejoined the group, now known as the Jacksons. Jermaine sang the lead on some of The Jackson 5's biggest hits, and featured in ""I'll Be There"" and ""I Want You Back"" amongst others.",285757,1411501,"The Jacksons, The Jackson 5, Freddie Jackson, La Toya Jackson, Jeffrey Osborne"
Da Damn Phreak Noize Phunk,funk,classic funk,Chemical Funk,2010,5AfVKBLumipSIsKTu9yxmc,7oJnqZrIB4VhuJJAb73KHC,5,"The DDPNP 

http://www.combination-rec.de/index.php?id=43

Oliver Bondzio and Ramon Zenker aka Hardfloor dedicate themselves under their alias Dadamnphreaknoizphunk to the more relaxed sides of our existence.

They rock your soul with their smart and unique mix of hiphop beats and electroid sounds: deep`n`dope stuff with a befitting portion of 303.

As Hardfloor, Oliver Bondzio and Ramon Zenker are firmly cemented in the history of music. They are the longest-serving",3543,33162,"Mastalsky, Invisible Pair of Hands, Tal M. Klein, Jadell, Don Air"
MR WIGGLES,funk,classic funk,Eb Funkin,2010,3vHEOkVxf8NuKDeO4URAkJ,4i31vpEDDBuAK1rBM9T2Ne,5,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town.",1149,10745,"Jay-Roc, DJ Rockstar, Mr. Wiggles, Massive Breakz, Lorenz Rhode"
Peter Brown,funk,classic funk,Dance With Me,2010,74vza4ulkxfCmeaQmTJQIC,2d9aUzDLczQBwSl9FulHTW,31,"Peter Brown is a name of at least two artists with this name:
[1] A USA musician, composer and producer.
[2] another USA musician.

[[b]1] A USA musician, composer and producer, who first came to fame with the first million-selling 12"" dance single, ""Do Ya Wanna Get Funky With Me."" Brown was a pioneer in home recording, having recorded his seminal hit in his bedroom. Born July 11, 1953 in Blue Island, IL, Brown, started playing drums in his teens and later began experimenting with his four-track reel-to-reel tape recorder in his bedroom studio.",64492,267793,"Sharon Redd, Gary's Gang, Sylvester, T-Connection, Change"
MR WIGGLES,funk,classic funk,Junk,2010,6MGdrQMMZUqWIFEzREo22N,4i31vpEDDBuAK1rBM9T2Ne,13,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town.",1149,10745,"Jay-Roc, DJ Rockstar, Mr. Wiggles, Massive Breakz, Lorenz Rhode"
Krafty Kuts,funk,classic funk,The Funk,2010,64Sz8SHsc9rJvq4rG7Hr78,4ZXiPbBGkQ3gKD9kDDCtQy,2,"Since the late 80's Krafty Kuts, a.k.a Martin Reeves, has been one of the world's best-known purveyors of breakbeats and old-skool hip-hop.  Hailing from Brighton, he moved from running a record shop to running around the world as he DJs internationally while producing a vast number of mixed albums and original material, including ""Freakshow"", released on his label Against The Grain. He also started the best breakbeat night in the country with Skool of Thought.",106185,1009600,"Stanton Warriors, Plump DJs, Fort Knox Five, Mechanical Pressure, Freestylers"
DJ Icey,funk,classic funk,Through the Door,2010,5pWK8wwJKZDhJfQ8Yw0Tg4,4ZXiPbBGkQ3gKD9kDDCtQy,23,"DJ Icey (born Eddie Pappa), once referred to as the ""King of Funky Breaks"" (Mixmag April 1998) is the multi platinum Moonshine Records recording artist responsible for defining Funky Breaks and Florida Breaks.

Born and raised in Florida, DJ Icey first got interested in music in his teens. He was especially fond of early 1980s new wave synth pop, industrial, and hip-hop music. The boom in club music during the late 1980s hooked him and when he began DJing early in the 1990s, he usually played out acid house and funky breaks.",59220,442139,"Plump DJs, Stanton Warriors, Freestylers, Bassbin Twins, General Midi"
Cameo,funk,classic funk,Word Up! - Extended Version,2010,2BEZN5qf1JSKmpBcH7lDnV,77zu6NfDouq2TomJaVadKb,19,"Cameo is a funk group that was formed in 1974 in New York City, New York, United States. The band's lineup has constantly fluctuated since its formation, with the only constant being singer-songwriter Larry Blackmon, yet they continue to tour to this day. An outlandish, in-your-face stage presence, a strange sense of humor, and a hard-driving funky sound that criss-crossed a few musical boundaries earned Cameo countless initial comparisons to Parliament/Funkadelic.",655237,4252386,"Midnight Star, The Gap Band, Con Funk Shun, Loose Ends, S.O.S. Band"
FUNK BREED,funk,classic funk,PEOPLE I KNOW,2010,56m602hhVWYhTm8AJt4BfT,4YPJnJaXb1a7RTgJNP4r4C,2,,73,140,Ran Reed
The Funkees,funk,classic funk,Ogbu Achara,2010,6Kfc01BXdz5R9vXj2zhkzy,3frHNk2EAU3GqMPYeHWpWk,0,"The Funkees were a rock band from the east of Nigeria. All members were veterans of the Biafran War. 
They recorded a number of singles in the 1970s for HMV and EMI Nigeria, before moving to London to record their debut album The Point Of No Return.",91485,566182,"Ebo Taylor, Peter King, The Lijadu Sisters, The Hygrades, T.P. Orchestre Poly-Rythmo"
MR WIGGLES,funk,classic funk,Buz da Funk,2010,53jEorl6EOd7EZ7g4kjera,4i31vpEDDBuAK1rBM9T2Ne,4,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town.",1149,10745,"Jay-Roc, DJ Rockstar, Mr. Wiggles, Massive Breakz, Lorenz Rhode"
The Funkees,funk,classic funk,Akula Owu Onyeara Part 2,2010,6sAyG9DsXUP2nnAtg3iXwI,3frHNk2EAU3GqMPYeHWpWk,1,"The Funkees were a rock band from the east of Nigeria. All members were veterans of the Biafran War. 
They recorded a number of singles in the 1970s for HMV and EMI Nigeria, before moving to London to record their debut album The Point Of No Return.",91485,566182,"Ebo Taylor, Peter King, The Lijadu Sisters, The Hygrades, T.P. Orchestre Poly-Rythmo"
Funky 4 + 1,funk,classic funk,That's the Joint - Remix,2010,4BdA4CXbG5VnB4g2YoHzPX,7IzUZ05McaA0lwPAYKO7vf,1,,52,112,
Junior,funk,classic funk,"Mama Used To Say - 12"" Version",2010,6dzF2ac8bx6CvTqAfyT9os,77zu6NfDouq2TomJaVadKb,20,"There are at least nine acts using the name Junior:

1) Brazilian singer, music producer, musician, composer, multi-instrumentalist, presenter, former actor and dancer. JUNIOR became nationally and internationally known for the duo Sandy & Junior between 1990 and 2007, alongside his sister Sandy, who became the best-selling pop music act in the world history of Brazil and record holder for tour revenue.

2) Pop-punk band from Cardiff Wales, headed by wrestler Mark Andrews.",131710,1112523,"Gloria Groove, Lexa, PEDRO SAMPAIO, Thiago Pantaleão, POCAH"
Pyotr Ilyich Tchaikovsky,funk,classic funk,"Eugene Onegin, Op. 24, Act II: Waltz",2010,7gtf0B00c1FEluhEXPxwgJ,5dPTMSBUytuqMWiMPGiKNy,10,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr",1923384,37423811,"Antonín Dvořák, Camille Saint-Saëns, Johannes Brahms, Sergei Rachmaninoff, Ludwig van Beethoven"
Kid Creole And The Coconuts,funk,classic funk,"I'm A Wonderful Thing, Baby - Original 12""",2010,1gfKN8DhBl5zRacpUqlE4G,77zu6NfDouq2TomJaVadKb,15,"Kid Creole and the Coconuts are an American band created and led by August Darnell. Their music incorporates styles like big band jazz, disco, and in particular Caribbean/Latin American salsa. The Coconuts are a glamorous trio of female backing vocalists whose lineup changes throughout the years.

Thomas August Darnell Browder (aka August Darnell, aka Kid Creole) was born in Montreal, Canada, on 12 August 1950, the son of a French Canadian mother and a father from the Caribbean island of Dominica",48967,352950,"The Primitives, Dr. Buzzard's Original Savannah Band, Cristina, Imagination, Ian Dury and the Blockheads"
Don Peake,funk,classic funk,Do It to It,2010,7mymHxA5IqUCucuWUxnXEl,09mjGKb82lAuKrBsTbtaQG,15,"Prolific and multitalented composer, musician & record producer DON PEAKE wrote the original soundtrack for Wes Craven’s THE HILLS HAVE EYES (1977) where his eerie soundtrack punched up some of the films most unnerving scenes.

Don started his music career in 1961 as the lead guitarist for The Everly Brothers and played guitar for ten years in the Ray Charles Orchestra. Don played guitar on Phil Spector’s Righteous Brothers hit “You’ve Lost That Loving Feeling",445,18631,"Mark J. Cairns, Nicholas Pike, Craig Safan, Harry Manfredini, Christopher Young"
Pyotr Ilyich Tchaikovsky,funk,classic funk,"The Nutcracker, Op. 71, Act I Tableau 1: March",2010,2sVNa9fjAaa4I31OkZ8SYw,5dPTMSBUytuqMWiMPGiKNy,4,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr",1923384,37423811,"Antonín Dvořák, Camille Saint-Saëns, Johannes Brahms, Sergei Rachmaninoff, Ludwig van Beethoven"
Pyotr Ilyich Tchaikovsky,funk,classic funk,"Eugene Onegin, Op. 24, Act III: Polonaise",2010,6dgOXD1WKxSBB15WPtUeX8,5dPTMSBUytuqMWiMPGiKNy,2,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr",1923384,37423811,"Antonín Dvořák, Camille Saint-Saëns, Johannes Brahms, Sergei Rachmaninoff, Ludwig van Beethoven"
Donny Hathaway,funk,classic funk,I Believe to My Soul,2010,4pJXHeKjkbuV4jIFCBtXuN,6kWqwXiHxRwvLKFScZbbdS,23,"Donny Edward Hathaway (October 1, 1945 – January 13, 1979) was a Grammy Award-winning American soul musician. He signed with Atlantic Records in 1969, and with his first single ""The Ghetto"" (1970), Rolling Stone magazine marked him as ""a major new force in soul music."" His collaborations with Roberta Flack took him to the top of the charts and won him the Grammy Award for Best Pop Performance by a Duo or Group with Vocal for the duet ""Where Is the Love"" in 1973.",1116445,9469041,"Roberta Flack & Donny Hathaway, Stevie Wonder, Al Green, Roberta Flack, Marvin Gaye"
Damian Wilson,funk,classic funk,Funky House Classics Volume 3 - DJ Mix,2010,5D9a0EgpsDF3da5kDMiUyk,2PVa84MUhTDjOLP5njfHm4,3,"Damian Wilson is a very talented singer in the progressive rock & metal genre. He is the lead singer for Threshold, Headspace and Maiden United, and used to be for Landmarq. Damian also recorded four solo albums. He performed on many Ayreon albums and toured with Arjen Anthony Lucassen's project Star One. He played the lead role of Jean Valjean in the Les Miserables UK National Tour and did a European tour with Arjen Anthony Lucassen's Stream of Passion.",6348,195117,"Damian Wilson & Adam Wakeman, Arjen Lucassen's Supersonic Revolution, Landmarq, Clive Nolan, Adam Wakeman"
Mitzi,funk,classic funk,Morning Light,2010,61Fw8Uub3nbFTHhAfNadPA,7IPnqUQ57qhbCMUsKBPXzK,16,"Mitzi, the guise of Dominiqe Bird, Jad Lee, Charles Murdoch and Cale Suesskow in what first seemed to be an unusual collaboration, has taken form, developing a recognisable sound.

After playing in various accomplished bands such as BMX (2009 unearthed Parklife winners), Comic Sans (2010 unearthed St.Jeromes Laneway winners), Charlie Why! (Bang Gang 12 inches) and The Gallery Kiss, the four have brought their own unique traits to the table, creating a sound that is smooth, warm and full.",65163,649425,"Clubfeet, Les Loups, Dvas, Black Van, The KDMS"
Syl Johnson,funk,classic funk,I Hear the Love Chimes,2010,2k5Boo1pEuIiMA88NxGA8V,0hBlULfjPTKngZsvbe3qpE,44,"Syl Johnson (born Sylvester Thompson in Holly Springs, Mississippi, on 1 July 1936; died 6 February 2022 ) was an American blues and soul singer and music producer. His most successful records included ""Different Strokes"" (1967), ""Is It Because I'm Black"" (1969) and ""Take Me to the River"" (1975). ""Different Strokes"" has been sampled by number of rappers including Wu-Tang Clan, Hammer, and the Ghetto Boys. Blues guitarist and singer Jimmy Johnson, and bassist Mack Thompson, are his brothers.",297172,1909251,"Ann Peebles, O.V. Wright, Little Beaver, Darondo, Betty Wright"
Pyotr Ilyich Tchaikovsky,funk,classic funk,"The Nutcracker, Op. 71, Act II Tableau 3: Waltz of the flowers",2010,4hTLhk2ONWqTjAbi3BiCnu,5dPTMSBUytuqMWiMPGiKNy,7,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr",1923384,37423811,"Antonín Dvořák, Camille Saint-Saëns, Johannes Brahms, Sergei Rachmaninoff, Ludwig van Beethoven"
Robert Schumann,funk,classic funk,"Schumann: Concertpiece for Four Horns and Orchestra in F Major, Op. 86",2010,02Sw37kXfy5FhLD86NhzOs,0xlObBfEGVHZCpi78dU04k,7,"Robert Schumann (8 June 1810 – 29 July 1856) was a German composer, pianist, and music critic associated with the early Romantic era. He composed works across a wide range of genres, including music for solo piano, voice and piano, chamber ensembles, orchestra, choir, and opera. His compositions are often viewed as representative of German Romanticism.

Born in Zwickau, Saxony, into a middle-class family with no direct musical background, Schumann initially considered careers in both law and music.",1047334,12074739,"Franz Schubert, Johannes Brahms, Felix Mendelssohn, Franz Liszt, Ludwig van Beethoven"
Wolfgang Amadeus Mozart,funk,classic funk,"Mozart: Clarinet Concerto in A Major, K. 622: III. Rondo. Allegro",2010,2BA6LGy0o0WmaPxAmAHmwf,7qNYAh6VRKT3dp4garVquq,10,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style",2432568,65799008,"Ludwig van Beethoven, Johann Sebastian Bach, Franz Schubert, Franz Joseph Haydn, Johannes Brahms"
James Brown & The Famous Flames,funk,classic funk,I Got You (I Feel Good),2010,67ZDC1YPgtJlrqGo2g3bTi,4sKec1xhVUvncYHOn8xyB3,36,"James Brown & The Famous Flames was an American rhythm and blues, soul vocal group founded in Toccoa, Georgia, in 1953 by Bobby Byrd. James Brown first began his career as a member of the Famous Flames, emerging as the lead singer by the time of their first appearance in a professional recording, ""Please, Please, Please"", in 1956.

On hit songs such as ""Try Me"", ""Bewildered"", ""Think"", ""I Don't Mind"", and ""I'll Go Crazy"", the Flames' smooth backing harmonies contrasted strikingly with Brown's raw",575210,3047482,"James Brown, The J.B.'s, Sharon Jones and the Dap-Kings, Sam & Dave, Smokey Robinson and The Miracles"
